ds,downstream,upstream
2026-02-20 14:27:53.441282,881.37,213.85
2026-02-20 14:42:53.441282,865.49,220.71
2026-02-20 14:57:53.441282,868.71,217.89
2026-02-20 15:12:53.441282,776.05,205.56
2026-02-20 15:27:53.441282,702.66,178.08
2026-02-20 15:42:53.441282,779.77,195.23
2026-02-20 15:57:53.441282,758.97,196.81
2026-02-20 16:12:53.441282,682.57,177.46
2026-02-20 16:27:53.441282,685.79,176.46
2026-02-20 16:42:53.441282,678.61,172.28
2026-02-20 16:57:53.441282,598.09,148.17
2026-02-20 17:12:53.441282,554.38,133.95
2026-02-20 17:27:53.441282,521.56,133.07
2026-02-20 17:42:53.441282,508.47,120.92
2026-02-20 17:57:53.441282,505.01,133.68
2026-02-20 18:12:53.441282,362.91,93.72
2026-02-20 18:27:53.441282,388.6,100.18
2026-02-20 18:42:53.441282,419.77,105.47
2026-02-20 18:57:53.441282,393.96,103.44
2026-02-20 19:12:53.441282,566.75,138.16
2026-02-20 19:27:53.441282,518.4,128.47
2026-02-20 19:42:53.441282,523.26,132.36
2026-02-20 19:57:53.441282,525.13,128.27
2026-02-20 20:12:53.441282,618.33,148.69
2026-02-20 20:27:53.441282,667.05,159.61
2026-02-20 20:42:53.441282,694.12,176.07
2026-02-20 20:57:53.441282,639.54,163.33
2026-02-20 21:12:53.441282,747.47,183.62
2026-02-20 21:27:53.441282,766.45,191.07
2026-02-20 21:42:53.441282,788.59,191.76
2026-02-20 21:57:53.441282,719.64,180.06
2026-02-20 22:12:53.441282,862.49,213.6
2026-02-20 22:27:53.441282,803.94,193.07
2026-02-20 22:42:53.441282,826.04,201.92
2026-02-20 22:57:53.441282,861.9,225.43
2026-02-20 23:12:53.441282,925.15,239.3
2026-02-20 23:27:53.441282,877.85,221.72
2026-02-20 23:42:53.441282,825.98,204.3
2026-02-20 23:57:53.441282,849.94,205.81
2026-02-21 00:12:53.441282,871.03,207.5
2026-02-21 00:27:53.441282,864.51,214.08
2026-02-21 00:42:53.441282,856.28,222.17
2026-02-21 00:57:53.441282,906.61,227.76
2026-02-21 01:12:53.441282,908.33,229.65
2026-02-21 01:27:53.441282,855.26,213.1
2026-02-21 01:42:53.441282,890.35,220.46
2026-02-21 01:57:53.441282,851.54,210.68
2026-02-21 02:12:53.441282,780.5,188.71
2026-02-21 02:27:53.441282,842.89,212.87
2026-02-21 02:42:53.441282,824.28,208.64
2026-02-21 02:57:53.441282,808.0,196.06
2026-02-21 03:12:53.441282,789.02,198.12
2026-02-21 03:27:53.441282,736.68,187.92
2026-02-21 03:42:53.441282,788.61,194.94
2026-02-21 03:57:53.441282,776.09,185.97
2026-02-21 04:12:53.441282,639.88,163.96
2026-02-21 04:27:53.441282,665.08,162.42
2026-02-21 04:42:53.441282,651.75,166.7
2026-02-21 04:57:53.441282,658.99,169.56
2026-02-21 05:12:53.441282,545.59,138.31
2026-02-21 05:27:53.441282,512.55,129.8
2026-02-21 05:42:53.441282,583.11,141.28
2026-02-21 05:57:53.441282,498.04,127.62
2026-02-21 06:12:53.441282,359.71,94.04
2026-02-21 06:27:53.441282,412.76,98.65
2026-02-21 06:42:53.441282,405.35,105.06
2026-02-21 06:57:53.441282,359.9,84.65
2026-02-21 07:12:53.441282,518.01,130.14
2026-02-21 07:27:53.441282,566.93,144.43
2026-02-21 07:42:53.441282,500.46,117.42
2026-02-21 07:57:53.441282,508.81,124.09
2026-02-21 08:12:53.441282,666.94,166.69
2026-02-21 08:27:53.441282,627.52,156.97
2026-02-21 08:42:53.441282,630.64,158.64
2026-02-21 08:57:53.441282,595.12,156.99
2026-02-21 09:12:53.441282,768.2,199.6
2026-02-21 09:27:53.441282,726.13,175.63
2026-02-21 09:42:53.441282,758.6,191.91
2026-02-21 09:57:53.441282,738.92,188.01
2026-02-21 10:12:53.441282,795.6,199.58
2026-02-21 10:27:53.441282,843.82,206.58
2026-02-21 10:42:53.441282,809.05,207.07
2026-02-21 10:57:53.441282,878.23,215.57
2026-02-21 11:12:53.441282,864.55,213.07
2026-02-21 11:27:53.441282,902.62,221.77
2026-02-21 11:42:53.441282,889.12,219.98
2026-02-21 11:57:53.441282,909.45,228.05
2026-02-21 12:12:53.441282,871.38,213.29
2026-02-21 12:27:53.441282,839.75,214.17
2026-02-21 12:42:53.441282,892.21,226.22
2026-02-21 12:57:53.441282,922.97,236.69
2026-02-21 13:12:53.441282,941.18,233.72
2026-02-21 13:27:53.441282,868.46,208.28
2026-02-21 13:42:53.441282,835.75,205.37
2026-02-21 13:57:53.441282,893.43,221.22
2026-02-21 14:12:53.441282,840.42,210.43
2026-02-21 14:27:53.441282,828.13,202.59
2026-02-21 14:42:53.441282,792.87,204.74
2026-02-21 14:57:53.441282,840.94,208.46
2026-02-21 15:12:53.441282,781.1,193.77
2026-02-21 15:27:53.441282,703.91,177.26
2026-02-21 15:42:53.441282,714.33,184.88
2026-02-21 15:57:53.441282,714.88,182.34
2026-02-21 16:12:53.441282,694.59,173.64
2026-02-21 16:27:53.441282,604.11,151.54
2026-02-21 16:42:53.441282,647.77,161.94
2026-02-21 16:57:53.441282,671.67,173.13
2026-02-21 17:12:53.441282,537.69,130.24
2026-02-21 17:27:53.441282,580.62,145.31
2026-02-21 17:42:53.441282,521.71,125.15
2026-02-21 17:57:53.441282,518.87,131.38
2026-02-21 18:12:53.441282,381.42,84.31
2026-02-21 18:27:53.441282,386.08,94.31
2026-02-21 18:42:53.441282,354.96,94.07
2026-02-21 18:57:53.441282,402.73,101.17
2026-02-21 19:12:53.441282,515.48,124.66
2026-02-21 19:27:53.441282,510.17,131.39
2026-02-21 19:42:53.441282,530.16,126.11
2026-02-21 19:57:53.441282,526.09,135.63
2026-02-21 20:12:53.441282,686.42,168.62
2026-02-21 20:27:53.441282,668.08,157.54
2026-02-21 20:42:53.441282,648.65,163.76
2026-02-21 20:57:53.441282,644.2,166.65
2026-02-21 21:12:53.441282,760.67,194.2
2026-02-21 21:27:53.441282,776.29,201.45
2026-02-21 21:42:53.441282,727.95,180.33
2026-02-21 21:57:53.441282,696.85,179.26
2026-02-21 22:12:53.441282,809.74,209.41
2026-02-21 22:27:53.441282,805.53,208.02
2026-02-21 22:42:53.441282,885.88,231.35
2026-02-21 22:57:53.441282,863.18,212.54
2026-02-21 23:12:53.441282,901.71,222.37
2026-02-21 23:27:53.441282,907.9,237.82
2026-02-21 23:42:53.441282,907.82,226.98
2026-02-21 23:57:53.441282,893.12,218.63
2026-02-22 00:12:53.441282,992.13,239.73
2026-02-22 00:27:53.441282,921.96,230.26
2026-02-22 00:42:53.441282,930.15,237.69
2026-02-22 00:57:53.441282,851.85,214.38
2026-02-22 01:12:53.441282,885.18,217.04
2026-02-22 01:27:53.441282,892.73,213.42
2026-02-22 01:42:53.441282,897.69,222.17
2026-02-22 01:57:53.441282,878.72,226.57
2026-02-22 02:12:53.441282,835.89,215.27
2026-02-22 02:27:53.441282,825.06,198.12
2026-02-22 02:42:53.441282,797.07,198.82
2026-02-22 02:57:53.441282,867.93,217.97
2026-02-22 03:12:53.441282,779.07,194.38
2026-02-22 03:27:53.441282,687.27,165.95
2026-02-22 03:42:53.441282,747.91,194.0
2026-02-22 03:57:53.441282,759.08,192.91
2026-02-22 04:12:53.441282,642.03,158.01
2026-02-22 04:27:53.441282,680.56,163.42
2026-02-22 04:42:53.441282,656.68,162.4
2026-02-22 04:57:53.441282,666.2,169.08
2026-02-22 05:12:53.441282,577.84,140.09
2026-02-22 05:27:53.441282,554.24,134.53
2026-02-22 05:42:53.441282,533.54,128.94
2026-02-22 05:57:53.441282,573.26,139.37
2026-02-22 06:12:53.441282,372.88,91.01
2026-02-22 06:27:53.441282,342.69,89.64
2026-02-22 06:42:53.441282,323.27,78.49
2026-02-22 06:57:53.441282,370.3,87.87
2026-02-22 07:12:53.441282,547.13,133.34
2026-02-22 07:27:53.441282,512.56,132.38
2026-02-22 07:42:53.441282,541.26,139.51
2026-02-22 07:57:53.441282,577.23,150.24
2026-02-22 08:12:53.441282,682.83,172.58
2026-02-22 08:27:53.441282,627.91,144.64
2026-02-22 08:42:53.441282,641.64,159.28
2026-02-22 08:57:53.441282,646.4,163.21
2026-02-22 09:12:53.441282,712.53,176.86
2026-02-22 09:27:53.441282,714.46,185.37
2026-02-22 09:42:53.441282,784.36,183.68
2026-02-22 09:57:53.441282,745.66,188.25
2026-02-22 10:12:53.441282,807.62,202.83
2026-02-22 10:27:53.441282,824.98,208.55
2026-02-22 10:42:53.441282,783.51,196.19
2026-02-22 10:57:53.441282,856.7,218.1
2026-02-22 11:12:53.441282,834.09,214.36
2026-02-22 11:27:53.441282,872.29,226.85
2026-02-22 11:42:53.441282,921.32,222.26
2026-02-22 11:57:53.441282,856.75,213.88
2026-02-22 12:12:53.441282,903.64,226.72
2026-02-22 12:27:53.441282,874.08,215.82
2026-02-22 12:42:53.441282,940.62,236.29
2026-02-22 12:57:53.441282,858.16,205.61
2026-02-22 13:12:53.441282,867.09,223.52
2026-02-22 13:27:53.441282,885.18,226.67
2026-02-22 13:42:53.441282,845.89,216.29
2026-02-22 13:57:53.441282,877.54,214.42
2026-02-22 14:12:53.441282,832.11,198.14
2026-02-22 14:27:53.441282,818.68,203.46
2026-02-22 14:42:53.441282,834.62,211.9
2026-02-22 14:57:53.441282,840.21,197.92
2026-02-22 15:12:53.441282,754.82,188.15
2026-02-22 15:27:53.441282,762.84,193.87
2026-02-22 15:42:53.441282,760.03,194.9
2026-02-22 15:57:53.441282,732.38,183.56
2026-02-22 16:12:53.441282,657.41,162.19
2026-02-22 16:27:53.441282,662.94,157.61
2026-02-22 16:42:53.441282,613.21,155.7
2026-02-22 16:57:53.441282,686.53,179.34
2026-02-22 17:12:53.441282,567.53,145.17
2026-02-22 17:27:53.441282,520.9,133.84
2026-02-22 17:42:53.441282,493.02,117.22
2026-02-22 17:57:53.441282,534.32,128.44
2026-02-22 18:12:53.441282,418.79,107.14
2026-02-22 18:27:53.441282,398.08,96.04
2026-02-22 18:42:53.441282,471.1,117.1
2026-02-22 18:57:53.441282,339.32,85.94
2026-02-22 19:12:53.441282,565.28,144.41
2026-02-22 19:27:53.441282,550.78,132.42
2026-02-22 19:42:53.441282,573.02,147.82
2026-02-22 19:57:53.441282,502.04,135.53
2026-02-22 20:12:53.441282,668.09,163.75
2026-02-22 20:27:53.441282,650.93,150.61
2026-02-22 20:42:53.441282,662.41,165.46
2026-02-22 20:57:53.441282,665.48,177.64
2026-02-22 21:12:53.441282,744.47,193.81
2026-02-22 21:27:53.441282,766.67,193.14
2026-02-22 21:42:53.441282,725.82,180.7
2026-02-22 21:57:53.441282,740.88,187.23
2026-02-22 22:12:53.441282,778.31,196.59
2026-02-22 22:27:53.441282,826.9,207.12
2026-02-22 22:42:53.441282,893.79,231.62
2026-02-22 22:57:53.441282,829.01,210.06
2026-02-22 23:12:53.441282,888.77,223.42
2026-02-22 23:27:53.441282,830.55,205.55
2026-02-22 23:42:53.441282,906.7,231.54
2026-02-22 23:57:53.441282,908.13,229.56
2026-02-23 00:12:53.441282,871.36,219.86
2026-02-23 00:27:53.441282,916.22,225.06
2026-02-23 00:42:53.441282,850.47,217.82
2026-02-23 00:57:53.441282,891.85,221.39
2026-02-23 01:12:53.441282,833.38,221.37
2026-02-23 01:27:53.441282,886.73,221.06
2026-02-23 01:42:53.441282,917.62,238.59
2026-02-23 01:57:53.441282,872.41,216.57
2026-02-23 02:12:53.441282,886.69,220.61
2026-02-23 02:27:53.441282,821.2,214.97
2026-02-23 02:42:53.441282,861.62,216.0
2026-02-23 02:57:53.441282,864.58,210.92
2026-02-23 03:12:53.441282,743.31,178.56
2026-02-23 03:27:53.441282,731.18,189.48
2026-02-23 03:42:53.441282,718.22,173.82
2026-02-23 03:57:53.441282,784.33,191.19
2026-02-23 04:12:53.441282,672.98,165.71
2026-02-23 04:27:53.441282,592.35,156.83
2026-02-23 04:42:53.441282,631.71,162.22
2026-02-23 04:57:53.441282,621.27,152.45
2026-02-23 05:12:53.441282,531.62,141.11
2026-02-23 05:27:53.441282,478.42,122.48
2026-02-23 05:42:53.441282,518.81,133.48
2026-02-23 05:57:53.441282,579.61,148.52
2026-02-23 06:12:53.441282,399.71,102.75
2026-02-23 06:27:53.441282,381.16,102.77
2026-02-23 06:42:53.441282,457.98,113.28
2026-02-23 06:57:53.441282,420.31,116.43
2026-02-23 07:12:53.441282,512.11,116.24
2026-02-23 07:27:53.441282,539.39,141.11
2026-02-23 07:42:53.441282,537.74,134.05
2026-02-23 07:57:53.441282,522.12,126.24
2026-02-23 08:12:53.441282,649.81,171.33
2026-02-23 08:27:53.441282,657.11,166.91
2026-02-23 08:42:53.441282,646.07,155.07
2026-02-23 08:57:53.441282,624.07,157.77
2026-02-23 09:12:53.441282,819.99,202.65
2026-02-23 09:27:53.441282,754.16,195.07
2026-02-23 09:42:53.441282,704.3,184.08
2026-02-23 09:57:53.441282,725.57,185.21
2026-02-23 10:12:53.441282,851.04,222.71
2026-02-23 10:27:53.441282,876.42,221.35
2026-02-23 10:42:53.441282,850.13,206.22
2026-02-23 10:57:53.441282,820.26,207.29
2026-02-23 11:12:53.441282,893.34,218.66
2026-02-23 11:27:53.441282,916.99,225.15
2026-02-23 11:42:53.441282,889.81,227.66
2026-02-23 11:57:53.441282,829.26,212.23
2026-02-23 12:12:53.441282,914.47,239.17
2026-02-23 12:27:53.441282,910.4,228.12
2026-02-23 12:42:53.441282,870.52,215.21
2026-02-23 12:57:53.441282,848.38,207.43
2026-02-23 13:12:53.441282,892.52,220.96
2026-02-23 13:27:53.441282,875.56,217.09
2026-02-23 13:42:53.441282,892.33,227.61
2026-02-23 13:57:53.441282,875.19,218.45
2026-02-23 14:12:53.441282,861.17,219.28
2026-02-23 14:27:53.441282,875.02,224.48
2026-02-23 14:42:53.441282,825.99,215.3
2026-02-23 14:57:53.441282,904.67,222.44
2026-02-23 15:12:53.441282,738.29,188.75
2026-02-23 15:27:53.441282,760.96,186.04
2026-02-23 15:42:53.441282,737.12,184.98
2026-02-23 15:57:53.441282,719.1,180.13
2026-02-23 16:12:53.441282,619.45,151.43
2026-02-23 16:27:53.441282,644.77,162.05
2026-02-23 16:42:53.441282,671.01,163.57
2026-02-23 16:57:53.441282,640.07,159.68
2026-02-23 17:12:53.441282,563.0,144.73
2026-02-23 17:27:53.441282,569.2,151.26
2026-02-23 17:42:53.441282,507.91,121.84
2026-02-23 17:57:53.441282,559.57,141.24
2026-02-23 18:12:53.441282,397.94,99.48
2026-02-23 18:27:53.441282,364.16,76.63
2026-02-23 18:42:53.441282,400.14,105.02
2026-02-23 18:57:53.441282,355.1,82.77
2026-02-23 19:12:53.441282,547.23,134.41
2026-02-23 19:27:53.441282,537.46,141.83
2026-02-23 19:42:53.441282,542.57,135.12
2026-02-23 19:57:53.441282,493.6,122.95
2026-02-23 20:12:53.441282,664.45,165.38
2026-02-23 20:27:53.441282,631.75,164.69
2026-02-23 20:42:53.441282,611.17,163.83
2026-02-23 20:57:53.441282,625.5,157.48
2026-02-23 21:12:53.441282,726.56,191.87
2026-02-23 21:27:53.441282,812.59,206.08
2026-02-23 21:42:53.441282,790.61,193.07
2026-02-23 21:57:53.441282,787.04,195.46
2026-02-23 22:12:53.441282,810.21,217.01
2026-02-23 22:27:53.441282,796.45,198.99
2026-02-23 22:42:53.441282,820.81,210.36
2026-02-23 22:57:53.441282,808.91,205.78
2026-02-23 23:12:53.441282,882.34,221.99
2026-02-23 23:27:53.441282,885.82,220.48
2026-02-23 23:42:53.441282,852.9,213.82
2026-02-23 23:57:53.441282,911.07,220.3
2026-02-24 00:12:53.441282,954.39,237.15
2026-02-24 00:27:53.441282,899.33,229.69
2026-02-24 00:42:53.441282,827.93,208.11
2026-02-24 00:57:53.441282,878.58,223.28
2026-02-24 01:12:53.441282,939.76,232.32
2026-02-24 01:27:53.441282,900.0,225.89
2026-02-24 01:42:53.441282,887.75,215.03
2026-02-24 01:57:53.441282,912.07,230.87
2026-02-24 02:12:53.441282,862.73,204.3
2026-02-24 02:27:53.441282,834.1,211.92
2026-02-24 02:42:53.441282,709.81,168.38
2026-02-24 02:57:53.441282,858.3,209.35
2026-02-24 03:12:53.441282,773.92,191.76
2026-02-24 03:27:53.441282,749.57,189.91
2026-02-24 03:42:53.441282,787.18,197.89
2026-02-24 03:57:53.441282,768.6,189.49
2026-02-24 04:12:53.441282,660.32,171.24
2026-02-24 04:27:53.441282,649.07,159.43
2026-02-24 04:42:53.441282,632.99,151.14
2026-02-24 04:57:53.441282,641.86,157.05
2026-02-24 05:12:53.441282,531.59,135.04
2026-02-24 05:27:53.441282,462.35,123.7
2026-02-24 05:42:53.441282,510.85,122.54
2026-02-24 05:57:53.441282,537.07,132.17
2026-02-24 06:12:53.441282,421.9,99.78
2026-02-24 06:27:53.441282,420.26,102.91
2026-02-24 06:42:53.441282,425.54,110.69
2026-02-24 06:57:53.441282,372.85,93.43
2026-02-24 07:12:53.441282,558.08,141.2
2026-02-24 07:27:53.441282,522.18,132.24
2026-02-24 07:42:53.441282,515.89,125.66
2026-02-24 07:57:53.441282,509.41,120.34
2026-02-24 08:12:53.441282,625.47,152.97
2026-02-24 08:27:53.441282,638.52,158.48
2026-02-24 08:42:53.441282,677.45,164.85
2026-02-24 08:57:53.441282,638.28,167.64
2026-02-24 09:12:53.441282,767.35,194.17
2026-02-24 09:27:53.441282,754.15,184.66
2026-02-24 09:42:53.441282,759.7,186.02
2026-02-24 09:57:53.441282,694.77,172.11
2026-02-24 10:12:53.441282,823.4,200.14
2026-02-24 10:27:53.441282,831.26,207.71
2026-02-24 10:42:53.441282,844.27,211.11
2026-02-24 10:57:53.441282,802.87,200.03
2026-02-24 11:12:53.441282,927.33,234.8
2026-02-24 11:27:53.441282,911.1,237.59
2026-02-24 11:42:53.441282,828.46,217.32
2026-02-24 11:57:53.441282,893.58,226.69
2026-02-24 12:12:53.441282,911.04,228.49
2026-02-24 12:27:53.441282,951.85,244.1
2026-02-24 12:42:53.441282,912.93,228.45
2026-02-24 12:57:53.441282,886.82,221.06
2026-02-24 13:12:53.441282,876.41,220.55
2026-02-24 13:27:53.441282,876.73,223.53
2026-02-24 13:42:53.441282,855.91,220.13
2026-02-24 13:57:53.441282,858.27,216.77
2026-02-24 14:12:53.441282,830.0,206.58
2026-02-24 14:27:53.441282,803.01,205.44
2026-02-24 14:42:53.441282,895.71,217.68
2026-02-24 14:57:53.441282,791.31,196.41
2026-02-24 15:12:53.441282,762.06,195.94
2026-02-24 15:27:53.441282,705.68,178.78
2026-02-24 15:42:53.441282,789.27,195.97
2026-02-24 15:57:53.441282,759.14,187.96
2026-02-24 16:12:53.441282,593.5,150.75
2026-02-24 16:27:53.441282,648.46,166.48
2026-02-24 16:42:53.441282,680.08,167.21
2026-02-24 16:57:53.441282,644.37,160.1
2026-02-24 17:12:53.441282,502.58,117.46
2026-02-24 17:27:53.441282,477.65,117.58
2026-02-24 17:42:53.441282,570.96,137.54
2026-02-24 17:57:53.441282,523.76,127.72
2026-02-24 18:12:53.441282,348.16,90.69
2026-02-24 18:27:53.441282,401.55,98.4
2026-02-24 18:42:53.441282,373.92,93.31
2026-02-24 18:57:53.441282,382.83,97.91
2026-02-24 19:12:53.441282,597.04,156.55
2026-02-24 19:27:53.441282,560.92,137.73
2026-02-24 19:42:53.441282,555.89,131.5
2026-02-24 19:57:53.441282,481.87,126.28
2026-02-24 20:12:53.441282,631.7,154.26
2026-02-24 20:27:53.441282,674.79,171.27
2026-02-24 20:42:53.441282,685.76,165.21
2026-02-24 20:57:53.441282,608.77,156.24
2026-02-24 21:12:53.441282,737.41,184.67
2026-02-24 21:27:53.441282,741.22,185.34
2026-02-24 21:42:53.441282,722.5,179.36
2026-02-24 21:57:53.441282,774.89,192.8
2026-02-24 22:12:53.441282,863.81,212.25
2026-02-24 22:27:53.441282,815.25,207.61
2026-02-24 22:42:53.441282,800.69,204.07
2026-02-24 22:57:53.441282,831.99,205.62
2026-02-24 23:12:53.441282,868.96,203.74
2026-02-24 23:27:53.441282,895.64,221.51
2026-02-24 23:42:53.441282,912.68,237.94
2026-02-24 23:57:53.441282,911.0,222.83
2026-02-25 00:12:53.441282,922.06,228.54
2026-02-25 00:27:53.441282,918.24,222.63
2026-02-25 00:42:53.441282,873.49,218.5
2026-02-25 00:57:53.441282,862.26,221.84
2026-02-25 01:12:53.441282,849.47,207.12
2026-02-25 01:27:53.441282,874.76,213.51
2026-02-25 01:42:53.441282,842.69,206.06
2026-02-25 01:57:53.441282,906.02,225.75
2026-02-25 02:12:53.441282,844.34,210.02
2026-02-25 02:27:53.441282,799.26,200.14
2026-02-25 02:42:53.441282,814.6,206.57
2026-02-25 02:57:53.441282,844.46,209.66
2026-02-25 03:12:53.441282,711.88,181.2
2026-02-25 03:27:53.441282,764.11,200.92
2026-02-25 03:42:53.441282,735.67,179.8
2026-02-25 03:57:53.441282,772.61,180.0
2026-02-25 04:12:53.441282,663.81,169.54
2026-02-25 04:27:53.441282,641.81,166.21
2026-02-25 04:42:53.441282,618.99,150.51
2026-02-25 04:57:53.441282,666.76,163.04
2026-02-25 05:12:53.441282,524.43,129.35
2026-02-25 05:27:53.441282,500.33,122.42
2026-02-25 05:42:53.441282,492.48,115.57
2026-02-25 05:57:53.441282,501.93,116.77
2026-02-25 06:12:53.441282,374.65,95.02
2026-02-25 06:27:53.441282,431.0,113.48
2026-02-25 06:42:53.441282,429.81,111.45
2026-02-25 06:57:53.441282,388.34,89.62
2026-02-25 07:12:53.441282,527.99,134.17
2026-02-25 07:27:53.441282,551.37,147.96
2026-02-25 07:42:53.441282,525.53,129.66
2026-02-25 07:57:53.441282,463.18,103.89
2026-02-25 08:12:53.441282,603.19,154.21
2026-02-25 08:27:53.441282,654.96,164.86
2026-02-25 08:42:53.441282,666.86,161.83
2026-02-25 08:57:53.441282,690.16,172.81
2026-02-25 09:12:53.441282,757.55,191.61
2026-02-25 09:27:53.441282,816.68,202.37
2026-02-25 09:42:53.441282,693.16,170.5
2026-02-25 09:57:53.441282,814.44,211.9
2026-02-25 10:12:53.441282,831.65,211.37
2026-02-25 10:27:53.441282,831.55,204.68
2026-02-25 10:42:53.441282,801.22,202.45
2026-02-25 10:57:53.441282,823.0,205.68
2026-02-25 11:12:53.441282,906.48,218.97
2026-02-25 11:27:53.441282,886.45,226.96
2026-02-25 11:42:53.441282,888.42,212.13
2026-02-25 11:57:53.441282,891.53,231.85
2026-02-25 12:12:53.441282,886.99,226.66
2026-02-25 12:27:53.441282,898.13,222.15
2026-02-25 12:42:53.441282,949.05,234.45
2026-02-25 12:57:53.441282,925.39,230.0
2026-02-25 13:12:53.441282,861.87,210.07
2026-02-25 13:27:53.441282,858.79,211.39
2026-02-25 13:42:53.441282,884.02,222.91
2026-02-25 13:57:53.441282,945.06,225.77
2026-02-25 14:12:53.441282,844.96,208.72
2026-02-25 14:27:53.441282,796.27,199.45
2026-02-25 14:42:53.441282,788.67,190.45
2026-02-25 14:57:53.441282,855.37,221.98
2026-02-25 15:12:53.441282,776.66,196.84
2026-02-25 15:27:53.441282,802.02,195.03
2026-02-25 15:42:53.441282,801.41,208.29
2026-02-25 15:57:53.441282,717.35,182.4
2026-02-25 16:12:53.441282,611.55,157.66
2026-02-25 16:27:53.441282,684.08,168.54
2026-02-25 16:42:53.441282,648.31,157.37
2026-02-25 16:57:53.441282,649.19,153.21
2026-02-25 17:12:53.441282,521.09,130.1
2026-02-25 17:27:53.441282,593.94,145.89
2026-02-25 17:42:53.441282,505.19,130.19
2026-02-25 17:57:53.441282,530.8,132.94
2026-02-25 18:12:53.441282,359.37,90.88
2026-02-25 18:27:53.441282,354.48,81.63
2026-02-25 18:42:53.441282,381.01,99.2
2026-02-25 18:57:53.441282,417.79,110.05
2026-02-25 19:12:53.441282,496.29,118.26
2026-02-25 19:27:53.441282,523.41,132.07
2026-02-25 19:42:53.441282,486.33,121.0
2026-02-25 19:57:53.441282,454.73,114.43
2026-02-25 20:12:53.441282,654.59,155.7
2026-02-25 20:27:53.441282,676.68,178.76
2026-02-25 20:42:53.441282,649.48,154.66
2026-02-25 20:57:53.441282,620.0,164.42
2026-02-25 21:12:53.441282,756.51,186.32
2026-02-25 21:27:53.441282,744.45,190.58
2026-02-25 21:42:53.441282,811.13,203.45
2026-02-25 21:57:53.441282,736.6,187.28
2026-02-25 22:12:53.441282,817.28,208.34
2026-02-25 22:27:53.441282,789.84,196.99
2026-02-25 22:42:53.441282,821.69,205.29
2026-02-25 22:57:53.441282,870.73,222.36
2026-02-25 23:12:53.441282,893.34,223.46
2026-02-25 23:27:53.441282,836.15,200.24
2026-02-25 23:42:53.441282,918.6,227.24
2026-02-25 23:57:53.441282,932.16,226.81
2026-02-26 00:12:53.441282,866.3,220.68
2026-02-26 00:27:53.441282,881.02,222.73
2026-02-26 00:42:53.441282,884.31,222.72
2026-02-26 00:57:53.441282,935.91,232.85
2026-02-26 01:12:53.441282,860.37,211.0
2026-02-26 01:27:53.441282,879.65,217.84
2026-02-26 01:42:53.441282,888.84,219.8
2026-02-26 01:57:53.441282,875.14,224.39
2026-02-26 02:12:53.441282,841.43,207.19
2026-02-26 02:27:53.441282,803.1,204.13
2026-02-26 02:42:53.441282,873.36,219.45
2026-02-26 02:57:53.441282,803.47,204.36
2026-02-26 03:12:53.441282,756.05,186.55
2026-02-26 03:27:53.441282,731.57,175.2
2026-02-26 03:42:53.441282,792.83,201.89
2026-02-26 03:57:53.441282,760.88,180.57
2026-02-26 04:12:53.441282,660.59,161.65
2026-02-26 04:27:53.441282,661.66,167.81
2026-02-26 04:42:53.441282,636.11,163.28
2026-02-26 04:57:53.441282,606.02,156.93
2026-02-26 05:12:53.441282,517.74,127.08
2026-02-26 05:27:53.441282,516.35,120.68
2026-02-26 05:42:53.441282,537.7,137.02
2026-02-26 05:57:53.441282,515.02,143.53
2026-02-26 06:12:53.441282,398.47,91.01
2026-02-26 06:27:53.441282,404.26,103.59
2026-02-26 06:42:53.441282,377.99,95.21
2026-02-26 06:57:53.441282,365.5,88.32
2026-02-26 07:12:53.441282,574.68,138.86
2026-02-26 07:27:53.441282,557.17,137.84
2026-02-26 07:42:53.441282,511.38,136.11
2026-02-26 07:57:53.441282,486.79,124.71
2026-02-26 08:12:53.441282,686.09,171.53
2026-02-26 08:27:53.441282,623.67,148.83
2026-02-26 08:42:53.441282,648.09,159.08
2026-02-26 08:57:53.441282,597.67,145.86
2026-02-26 09:12:53.441282,750.2,185.05
2026-02-26 09:27:53.441282,760.68,189.57
2026-02-26 09:42:53.441282,760.3,183.15
2026-02-26 09:57:53.441282,758.26,190.55
2026-02-26 10:12:53.441282,828.11,197.54
2026-02-26 10:27:53.441282,791.85,205.94
2026-02-26 10:42:53.441282,788.24,194.36
2026-02-26 10:57:53.441282,839.0,204.59
2026-02-26 11:12:53.441282,927.32,229.45
2026-02-26 11:27:53.441282,882.48,218.2
2026-02-26 11:42:53.441282,921.22,233.78
2026-02-26 11:57:53.441282,855.36,207.21
2026-02-26 12:12:53.441282,926.88,232.38
2026-02-26 12:27:53.441282,887.51,225.65
2026-02-26 12:42:53.441282,846.47,208.36
2026-02-26 12:57:53.441282,864.01,218.57
2026-02-26 13:12:53.441282,928.61,233.83
2026-02-26 13:27:53.441282,880.81,222.84
2026-02-26 13:42:53.441282,942.19,242.46
2026-02-26 13:57:53.441282,912.01,232.46
2026-02-26 14:12:53.441282,854.8,212.5
2026-02-26 14:27:53.441282,827.29,209.85
2026-02-26 14:42:53.441282,822.12,209.96
2026-02-26 14:57:53.441282,816.41,203.62
2026-02-26 15:12:53.441282,774.6,193.08
2026-02-26 15:27:53.441282,717.0,172.28
2026-02-26 15:42:53.441282,790.98,203.45
